Time,Computer,Reason,Tag(s),Change,Rank,Severity,Type,Key,User,Process,Description,Event Origin
"May 13, 2025 03:12:55",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 03:37:35",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""C9803C112B2A48C5F2578A8CFCA31D22619920A7510D2B61C8D4652B391B223D"" to ""849ADAD96E6E68A25F222D4FEC973AF2E22858ED5E410871005F007EFF44CC86""

After the change the File had the following attributes:

   SHA-256: 849ADAD96E6E68A25F222D4FEC973AF2E22858ED5E410871005F007EFF44CC86",Agent
"May 13, 2025 04:01:04",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""849ADAD96E6E68A25F222D4FEC973AF2E22858ED5E410871005F007EFF44CC86"" to ""5EA9136D1297A71D1B79BB4F72022E6F5875F562FD5B331448CE315260379065""

After the change the File had the following attributes:

   SHA-256: 5EA9136D1297A71D1B79BB4F72022E6F5875F562FD5B331448CE315260379065",Agent
"May 13, 2025 04:02:16",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 03:59:36",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 04:15:55",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\flighting\onesettings\refreshcache,NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""ED0BE859FCE2C6EAF7DEEC60F4DFC574F6F60818DCB7ECBBA220E5747ECF08C4"" to ""AA5C8A846261ACA05990A627F625319FB554F66AB9B1C0C855D05E328EFB916C""

After the change the File had the following attributes:

   SHA-256: AA5C8A846261ACA05990A627F625319FB554F66AB9B1C0C855D05E328EFB916C",Agent
"May 13, 2025 04:16:23",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""5EA9136D1297A71D1B79BB4F72022E6F5875F562FD5B331448CE315260379065"" to ""6D29A957731B271CAD8645FA107BD10143C4CB998DD603B706A65FF7F5EC7BB6""

After the change the File had the following attributes:

   SHA-256: 6D29A957731B271CAD8645FA107BD10143C4CB998DD603B706A65FF7F5EC7BB6",Agent
"May 13, 2025 04:32:41",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""6D29A957731B271CAD8645FA107BD10143C4CB998DD603B706A65FF7F5EC7BB6"" to ""5695C1C007CA2443F6F442AA526A828BD7D51D8DB55C95FF5BADEEF4B4C96FE5""

After the change the File had the following attributes:

   SHA-256: 5695C1C007CA2443F6F442AA526A828BD7D51D8DB55C95FF5BADEEF4B4C96FE5",Agent
"May 13, 2025 05:08:38",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 05:10:23",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 05:09:45",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 05:13:26",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 05:25:11",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""5695C1C007CA2443F6F442AA526A828BD7D51D8DB55C95FF5BADEEF4B4C96FE5"" to ""BB6F3457FB3182E1CF334F5E0BE36680B16FB424688CA4C0C7BA389DEC518280""

After the change the File had the following attributes:

   SHA-256: BB6F3457FB3182E1CF334F5E0BE36680B16FB424688CA4C0C7BA389DEC518280",Agent
"May 13, 2025 05:27:47",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""BB6F3457FB3182E1CF334F5E0BE36680B16FB424688CA4C0C7BA389DEC518280"" to ""4DD5070527C0C47E1A55B1DDD4DDE78E4C968B92D58F8818B507AC5BEFC09064""

After the change the File had the following attributes:

   SHA-256: 4DD5070527C0C47E1A55B1DDD4DDE78E4C968B92D58F8818B507AC5BEFC09064",Agent
"May 13, 2025 06:09:58",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\flighting\onesettings\refreshcache,NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""AA5C8A846261ACA05990A627F625319FB554F66AB9B1C0C855D05E328EFB916C"" to ""D27CF046B882D48610A7D4CFEB972C52A060832E54C7D034310BF06EF88E02E4""

After the change the File had the following attributes:

   SHA-256: D27CF046B882D48610A7D4CFEB972C52A060832E54C7D034310BF06EF88E02E4",Agent
"May 13, 2025 06:15:40",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 06:10:27",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""4DD5070527C0C47E1A55B1DDD4DDE78E4C968B92D58F8818B507AC5BEFC09064"" to ""579B33F6848AD621FDCEC17C9C6D7B3C4C4333040C1635BB2C25B88D11FD9B50""

After the change the File had the following attributes:

   SHA-256: 579B33F6848AD621FDCEC17C9C6D7B3C4C4333040C1635BB2C25B88D11FD9B50",Agent
"May 13, 2025 06:22:53",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""579B33F6848AD621FDCEC17C9C6D7B3C4C4333040C1635BB2C25B88D11FD9B50"" to ""1A5156BB808EDBA8C5D0492C8ABA6A1606282330EDCBBC5E7E7269895F9EF4FB""

After the change the File had the following attributes:

   SHA-256: 1A5156BB808EDBA8C5D0492C8ABA6A1606282330EDCBBC5E7E7269895F9EF4FB",Agent
"May 13, 2025 06:20:17",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 07:08:16",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""1A5156BB808EDBA8C5D0492C8ABA6A1606282330EDCBBC5E7E7269895F9EF4FB"" to ""A1DC5AE499D2EB309164730A693A4D7923DADA23B8CF4E24D9AC42520AF93686""

After the change the File had the following attributes:

   SHA-256: A1DC5AE499D2EB309164730A693A4D7923DADA23B8CF4E24D9AC42520AF93686",Agent
"May 13, 2025 07:07:47",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\flighting\onesettings\refreshcache,NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""D27CF046B882D48610A7D4CFEB972C52A060832E54C7D034310BF06EF88E02E4"" to ""A203FD6DF424D9B414660B95D7B123F670CB0C4936727D71A845EC804931C55A""

After the change the File had the following attributes:

   SHA-256: A203FD6DF424D9B414660B95D7B123F670CB0C4936727D71A845EC804931C55A",Agent
"May 13, 2025 07:17:58",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""D790D87B7BABD225D80181127F4BC8156637F65FA7584768F617A69EA29DCE6E"" to ""A0C6862C4109AED7FD4067939AEA01221F138F58BAA029C87F0164D7CBBF96EB""

After the change the File had the following attributes:

   SHA-256: A0C6862C4109AED7FD4067939AEA01221F138F58BAA029C87F0164D7CBBF96EB",Agent
"May 13, 2025 07:14:02",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""A1DC5AE499D2EB309164730A693A4D7923DADA23B8CF4E24D9AC42520AF93686"" to ""D790D87B7BABD225D80181127F4BC8156637F65FA7584768F617A69EA29DCE6E""

After the change the File had the following attributes:

   SHA-256: D790D87B7BABD225D80181127F4BC8156637F65FA7584768F617A69EA29DCE6E",Agent
"May 13, 2025 07:12:46",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 07:18:10",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 07:23:51",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 07:50:26",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,RemoteRegistry,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k localService -p
   Start Type: automatic
   State: running",Agent
"May 13, 2025 07:56:29",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,RemoteRegistry,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k localService -p
   Start Type: automatic
   State: stopped",Agent
"May 13, 2025 08:04:08",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\windowsupdate\scheduled start,NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""272D6FCFA7495AF672DE430D437FB967C4404132D7CC97AAE4C99D997F8C1D3D"" to ""3CA8A691077B4F4EBCFB53CAF3F1C8E1B5A2A79D03F9E3E8A616A1C624AF814A""

After the change the File had the following attributes:

   SHA-256: 3CA8A691077B4F4EBCFB53CAF3F1C8E1B5A2A79D03F9E3E8A616A1C624AF814A",Agent
"May 13, 2025 08:12:06",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\flighting\onesettings\refreshcache,NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""A203FD6DF424D9B414660B95D7B123F670CB0C4936727D71A845EC804931C55A"" to ""58F696CC9EBAA2998116D48EC0D48854AE070E81CAC38816ABA97323EF47C65F""

After the change the File had the following attributes:

   SHA-256: 58F696CC9EBAA2998116D48EC0D48854AE070E81CAC38816ABA97323EF47C65F",Agent
"May 13, 2025 08:13:02",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""A0C6862C4109AED7FD4067939AEA01221F138F58BAA029C87F0164D7CBBF96EB"" to ""D790D87B7BABD225D80181127F4BC8156637F65FA7584768F617A69EA29DCE6E""

After the change the File had the following attributes:

   SHA-256: D790D87B7BABD225D80181127F4BC8156637F65FA7584768F617A69EA29DCE6E",Agent
"May 13, 2025 08:33:32",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 08:35:40",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 08:47:15",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""D790D87B7BABD225D80181127F4BC8156637F65FA7584768F617A69EA29DCE6E"" to ""9EEC0474C8E3FD4BC2281362AD8F92A04C9820999BE685765FA8952627F1A4C8""

After the change the File had the following attributes:

   SHA-256: 9EEC0474C8E3FD4BC2281362AD8F92A04C9820999BE685765FA8952627F1A4C8",Agent
"May 13, 2025 09:08:06",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""9EEC0474C8E3FD4BC2281362AD8F92A04C9820999BE685765FA8952627F1A4C8"" to ""5BAF2FC1DCDE84B0D385CD4855CF86EC3431C0735EC44885C3A4FDFF20285C46""

After the change the File had the following attributes:

   SHA-256: 5BAF2FC1DCDE84B0D385CD4855CF86EC3431C0735EC44885C3A4FDFF20285C46",Agent
"May 13, 2025 09:38:11",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 09:39:02",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 09:47:10",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""running"" to ""stopped""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: stopped",Agent
"May 13, 2025 09:41:26",KSDC01.keshet.dom,"1002781 - Microsoft Windows - Attributes of services modified (ATT&CK T1036.004, T1543.003)",,Updated,25,Medium,Service,dcsvc,N/A,N/A,"When scanned the following changes were detected:

   State changed from ""stopped"" to ""running""

After the change the Service had the following attributes:

   Binary Path Name: C:\Windows\system32\svchost.exe -k netsvcs -p
   Start Type: manual
   State: running",Agent
"May 13, 2025 09:51:25",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\flighting\onesettings\refreshcache,NT AUTHORITY\SYSTEM,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""58F696CC9EBAA2998116D48EC0D48854AE070E81CAC38816ABA97323EF47C65F"" to ""5703F2A9AAD95042E08F927CFB2A1512AE3ED04B7EFD04319A10F995740AC4FA""

After the change the File had the following attributes:

   SHA-256: 5703F2A9AAD95042E08F927CFB2A1512AE3ED04B7EFD04319A10F995740AC4FA",Agent
"May 13, 2025 09:51:55",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""5BAF2FC1DCDE84B0D385CD4855CF86EC3431C0735EC44885C3A4FDFF20285C46"" to ""B232C69B2E05186EC15946A91947657543749F06982EA2B7BF3B127D0503371C""

After the change the File had the following attributes:

   SHA-256: B232C69B2E05186EC15946A91947657543749F06982EA2B7BF3B127D0503371C",Agent
"May 13, 2025 10:03:12",KSDC01.keshet.dom,1006076 - Microsoft Windows - Task scheduler entries modified (ATT&CK T1053.005),,Updated,25,Medium,File,c:\windows\system32\tasks\microsoft\windows\softwareprotectionplatform\svcrestarttask,NT AUTHORITY\NETWORK SERVICE,C:\Windows\System32\svchost.exe,"When scanned the following changes were detected:

   SHA-256 changed from ""B232C69B2E05186EC15946A91947657543749F06982EA2B7BF3B127D0503371C"" to ""11E145F02D3830468A2096D088885AF9FC239692FF32F637EE3CE1F785C6B6D7""

After the change the File had the following attributes:

   SHA-256: 11E145F02D3830468A2096D088885AF9FC239692FF32F637EE3CE1F785C6B6D7",Agent
